station_id,year,month,obs_mm_day
WA005,2007,2,0.0
WA005,2007,3,0.4897
WA005,2007,4,3.118
WA005,2007,5,3.1442
WA005,2007,6,5.5717
WA005,2007,7,9.6313
WA005,2007,8,9.1903
WA005,2007,9,6.944
WA005,2007,10,4.0913
WA005,2007,11,0.0
WA005,2007,12,0.0
WA005,2008,1,0.0
WA005,2008,2,0.0
WA005,2008,3,0.4568
WA005,2008,4,1.0473
WA005,2008,5,3.2477
WA005,2008,6,6.0073
WA005,2008,7,6.4371
WA005,2008,8,10.5232
WA005,2008,9,6.716
WA005,2008,10,2.131
WA005,2008,11,0.0
WA005,2008,12,0.0
WA005,2009,1,0.1197
WA005,2009,2,0.1093
WA005,2009,3,0.0
WA005,2009,4,2.2967
WA005,2009,5,3.5548
WA005,2009,6,5.4847
WA005,2009,7,5.2129
WA005,2009,8,14.0906
WA005,2009,9,6.3147
WA005,2009,10,6.48
WA005,2009,11,0.9263
WA005,2009,12,0.0
WA005,2010,1,0.0
WA005,2010,2,0.0132
WA005,2010,3,0.2113
WA005,2010,4,2.0987
WA005,2010,5,7.6926
WA005,2010,6,5.815
WA005,2010,7,8.9713
WA005,2010,8,9.319
WA005,2010,9,9.2743
WA005,2010,10,6.5674
WA005,2010,11,0.0043
WA005,2010,12,0.0
WA005,2011,1,0.0
WA005,2011,2,0.0043
WA005,2011,3,0.0
WA005,2011,4,0.7573
WA005,2011,5,6.1229
WA005,2011,6,2.98
WA005,2011,7,9.0219
WA005,2011,8,9.4594
WA005,2011,9,3.34
WA005,2011,10,3.2987
WA005,2011,11,0.0
WA005,2011,12,0.0
WA005,2012,1,0.0
WA005,2012,2,0.0
WA005,2012,3,0.0
WA005,2012,4,1.1413
WA005,2012,5,11.4258
WA005,2012,6,1.093
WA005,2012,7,11.5952
WA005,2012,8,12.0706
WA005,2012,9,9.7263
WA005,2012,10,9.1365
WA005,2012,11,0.0627
WA005,2012,12,0.0
WA005,2013,1,0.0152
WA005,2013,2,0.8968
WA005,2013,3,0.4719
WA005,2013,4,2.352
WA005,2013,5,1.5832
WA005,2013,6,7.809
WA005,2013,7,6.8158
WA005,2013,8,3.4619
WA005,2013,9,6.168
WA005,2013,10,4.3103
WA005,2013,11,0.0
WA005,2013,12,0.0
WA005,2014,1,0.0268
WA005,2014,2,0.0
WA005,2014,3,0.6903
WA005,2014,4,3.0297
WA005,2014,5,3.0813
WA005,2014,6,2.7913
WA005,2014,7,5.4465
WA005,2014,8,11.779
WA005,2014,9,10.4833
WA005,2014,10,0.7142
WA005,2014,11,0.0
WA005,2014,12,0.0
WA005,2015,1,0.0
WA005,2015,2,0.0
WA005,2015,3,0.7023
WA005,2015,4,0.0343
WA005,2015,5,0.789
WA005,2015,6,4.744
WA005,2015,7,6.0745
WA005,2015,8,8.9494
WA005,2015,9,8.2993
WA005,2015,10,2.7958
WA005,2015,11,0.0767
WA005,2015,12,0.0
WA005,2016,1,0.0
WA005,2016,2,0.0
WA005,2016,3,1.5329
WA005,2016,4,4.8503
WA005,2016,5,5.8439
WA005,2016,6,7.4263
WA005,2016,7,7.479
WA005,2016,8,9.4271
WA005,2016,9,7.0723
WA005,2016,10,3.7845
WA005,2016,11,0.0
WA005,2016,12,0.0
WA005,2017,1,0.0
WA005,2017,2,0.0
WA005,2017,3,0.0
WA005,2017,4,0.4207
WA005,2017,5,2.4648
WA005,2017,6,5.8927
WA005,2017,7,4.0455
WA005,2017,8,10.9348
WA005,2017,9,4.62
WA005,2017,10,0.7494
WA005,2017,11,0.0
WA005,2017,12,0.0
WA005,2018,1,0.0
WA005,2018,2,0.0096
WA005,2018,3,0.0
WA005,2018,4,0.0027
WA005,2018,5,0.9458
WA005,2018,6,5.9123
WA005,2018,7,4.2484
WA005,2018,8,8.3539
WA005,2018,9,11.791
WA005,2018,10,2.0029
WA005,2018,11,0.0
WA005,2018,12,0.0
WA005,2019,1,0.0
WA005,2019,2,0.0
WA005,2019,3,0.0232
WA005,2019,4,0.625
WA005,2019,5,5.3684
WA005,2019,6,5.5577
WA005,2019,7,4.3413
WA005,2019,8,8.88
WA005,2019,9,11.2163
WA005,2019,10,6.9313
WA005,2019,11,1.0163
WA005,2019,12,0.0
WA005,2020,1,0.0
WA005,2020,2,0.0
WA005,2020,3,0.1855
WA005,2020,4,1.8847
WA005,2020,5,3.0955
WA005,2020,6,8.594
WA005,2020,7,8.3752
WA005,2020,8,4.7461
WA005,2020,9,10.3797
WA005,2020,10,3.919
WA005,2020,11,0.0
WA005,2020,12,0.0
WA006,2001,1,0.0
WA006,2001,2,0.1914
WA006,2001,3,2.9816
WA006,2001,4,5.4847
WA006,2001,5,8.0497
WA006,2001,6,9.469
WA006,2001,7,1.781
WA006,2001,8,0.5129
WA006,2001,9,3.0813
WA006,2001,10,2.8994
WA006,2001,11,0.0197
WA006,2001,12,0.0061
WA006,2002,1,0.0448
WA006,2002,2,1.5496
WA006,2002,3,2.129
WA006,2002,4,6.2257
WA006,2002,5,6.2084
WA006,2002,6,6.6193
WA006,2002,7,5.761
WA006,2002,8,1.9358
WA006,2002,9,1.8833
WA006,2002,10,5.4681
WA006,2002,11,1.5763
WA006,2002,12,0.2935
WA006,2003,1,0.3103
WA006,2003,2,0.4132
WA006,2003,3,2.671
WA006,2003,4,2.8637
WA006,2003,5,4.8968
WA006,2003,6,5.3613
WA006,2003,7,1.79
WA006,2003,8,1.0577
WA006,2003,9,1.264
WA006,2003,10,5.0374
WA006,2003,11,2.421
WA006,2003,12,0.859
WA006,2004,1,0.871
WA006,2004,2,0.1183
WA006,2004,3,1.54
WA006,2004,4,1.9527
WA006,2004,5,5.3229
WA006,2004,6,3.5847
WA006,2004,7,2.41
WA006,2004,8,1.4839
WA006,2004,9,3.903
WA006,2004,10,6.0539
WA006,2004,11,4.375
WA006,2004,12,1.2797
WA006,2005,1,0.0061
WA006,2005,2,2.4932
WA006,2005,3,3.2761
WA006,2005,4,2.9547
WA006,2005,5,4.8897
WA006,2005,6,4.7113
WA006,2005,7,1.3974
WA006,2005,8,1.0671
WA006,2005,9,2.2977
WA006,2005,10,4.3645
WA006,2005,11,3.4963
WA006,2005,12,1.4074
WA006,2006,1,1.4823
WA006,2006,2,2.0136
WA006,2006,3,3.5703
WA006,2006,4,3.1867
WA006,2006,5,9.4348
WA006,2006,6,4.9273
WA006,2006,7,1.6471
WA006,2006,8,2.4716
WA006,2006,9,5.3217
WA006,2006,10,5.9268
WA006,2006,11,2.0307
WA006,2006,12,0.1023
WA006,2007,1,0.0
WA006,2007,2,0.8311
WA006,2007,3,2.1239
WA006,2007,4,4.383
WA006,2007,5,3.0613
WA006,2007,6,5.7257
WA006,2007,7,3.8894
WA006,2007,8,1.7197
WA006,2007,9,5.676
WA006,2007,10,5.5394
WA006,2007,11,0.978
WA006,2007,12,0.2419
WA006,2008,1,0.1342
WA006,2008,2,0.0152
WA006,2008,3,5.1348
WA006,2008,4,5.197
WA006,2008,5,8.4568
WA006,2008,6,4.7147
WA006,2008,7,3.1606
WA006,2008,8,4.2716
WA006,2008,9,2.472
WA006,2008,10,3.1519
WA006,2008,11,3.6913
WA006,2008,12,0.0981
WA006,2009,1,0.0061
WA006,2009,2,0.8704
WA006,2009,3,1.1565
WA006,2009,4,4.464
WA006,2009,5,1.6239
WA006,2009,6,6.5223
WA006,2009,7,2.8545
WA006,2009,8,1.3123
WA006,2009,9,1.618
WA006,2009,10,2.5516
WA006,2009,11,1.644
WA006,2009,12,0.5381
WA006,2010,1,2.4406
WA006,2010,2,3.7557
WA006,2010,3,0.6916
WA006,2010,4,2.4107
WA006,2010,5,6.5071
WA006,2010,6,7.9077
WA006,2010,7,2.6316
WA006,2010,8,2.1084
WA006,2010,9,2.6657
WA006,2010,10,4.8216
WA006,2010,11,3.7043
WA006,2010,12,1.6839
WA006,2011,1,0.0
WA006,2011,2,8.24
WA006,2011,3,0.0287
WA006,2011,4,4.3863
WA006,2011,5,6.2926
WA006,2011,6,5.9863
WA006,2011,7,4.3119
WA006,2011,8,1.4403
WA006,2011,9,1.8787
WA006,2011,10,8.2803
WA006,2011,11,1.6347
WA006,2011,12,0.001
WA006,2012,1,0.2452
WA006,2012,2,0.9831
WA006,2012,3,0.2997
WA006,2012,4,3.236
WA006,2012,5,4.2729
WA006,2012,6,7.9653
WA006,2012,7,2.4265
WA006,2012,8,0.5048
WA006,2012,9,3.5583
WA006,2012,10,8.0006
WA006,2012,11,1.786
WA006,2012,12,0.1145
WA006,2013,1,1.3668
WA006,2013,2,0.0229
WA006,2013,3,2.8106
WA006,2013,4,1.677
WA006,2013,5,3.8194
WA006,2013,6,3.745
WA006,2013,7,1.4516
WA006,2013,8,0.0139
WA006,2013,9,2.4373
WA006,2013,10,0.4306
WA006,2013,11,0.2557
WA006,2013,12,0.0742
WA006,2014,1,0.0677
WA006,2014,2,2.5925
WA006,2014,3,2.5848
WA006,2014,4,4.9793
WA006,2014,5,4.3426
WA006,2014,6,7.564
WA006,2014,7,4.4258
WA006,2014,8,3.1555
WA006,2014,9,4.206
WA006,2014,10,3.6697
WA006,2014,11,2.319
WA006,2014,12,0.7297
WA006,2015,1,0.2332
WA006,2015,2,1.6311
WA006,2015,3,5.0681
WA006,2015,4,2.539
WA006,2015,5,2.9077
WA006,2015,6,7.088
WA006,2015,7,1.2142
WA006,2015,8,0.1984
WA006,2015,9,0.4127
WA006,2015,10,4.7503
WA006,2015,11,1.1593
WA006,2015,12,0.1155
WA006,2016,1,0.0716
WA006,2016,2,0.0628
WA006,2016,3,5.7181
WA006,2016,4,1.8967
WA006,2016,5,5.6548
WA006,2016,6,6.6187
WA006,2016,7,1.3729
WA006,2016,8,1.3568
WA006,2016,9,3.608
WA006,2016,10,6.0135
WA006,2016,11,1.971
WA006,2016,12,0.0568
WA006,2017,1,1.4181
WA006,2017,2,1.3711
WA006,2017,3,2.7503
WA006,2017,4,4.775
WA006,2017,5,8.2123
WA006,2017,6,9.016
WA006,2017,7,3.0081
WA006,2017,8,1.2887
WA006,2017,9,3.6193
WA006,2017,10,4.0184
WA006,2017,11,0.6047
WA006,2017,12,1.0752
WA006,2018,1,0.0197
WA006,2018,2,0.6807
WA006,2018,3,0.77
WA006,2018,4,1.6087
WA006,2018,5,5.8477
WA006,2018,6,4.5427
WA006,2018,7,0.929
WA006,2018,8,3.3313
WA006,2018,9,4.3543
WA006,2018,10,4.7813
WA006,2018,11,2.1507
WA006,2018,12,0.3606
WA006,2019,1,0.2835
WA006,2019,2,1.8889
WA006,2019,3,4.2797
WA006,2019,4,3.106
WA006,2019,5,7.5955
WA006,2019,6,4.99
WA006,2019,7,2.6935
WA006,2019,8,1.3048
WA006,2019,9,4.0127
WA006,2019,10,5.5745
WA006,2019,11,3.585
WA006,2019,12,0.1229
WA006,2020,1,0.0174
WA006,2020,2,0.1003
WA006,2020,3,2.2971
WA006,2020,4,2.156
WA006,2020,5,7.1952
WA006,2020,6,6.0527
WA006,2020,7,1.6929
WA006,2020,8,0.6455
WA006,2020,9,2.3067
WA006,2020,10,5.2052
WA006,2020,11,3.327
WA006,2020,12,0.6103
WA007,2001,1,0.0
WA007,2001,2,1.6064
WA007,2001,3,3.4748
WA007,2001,4,7.3817
WA007,2001,5,2.6019
WA007,2001,6,11.2403
WA007,2001,7,8.4626
WA007,2001,8,2.0371
WA007,2001,9,1.8163
WA007,2001,10,6.8626
WA007,2001,11,3.08
WA007,2001,12,2.1652
WA007,2002,1,1.0665
WA007,2002,2,1.7057
WA007,2002,3,1.2777
WA007,2002,4,3.744
WA007,2002,5,4.1277
WA007,2002,6,6.3507
WA007,2002,7,10.6816
WA007,2002,8,6.1371
WA007,2002,9,0.7323
WA007,2002,10,2.1794
WA007,2002,11,1.834
WA007,2002,12,2.1587
WA007,2003,1,0.2119
WA007,2003,2,1.5643
WA007,2003,3,4.6048
WA007,2003,4,4.1323
WA007,2003,5,2.9955
WA007,2003,6,6.6897
WA007,2003,7,0.061
WA007,2003,8,0.7377
WA007,2003,9,2.7857
WA007,2003,10,8.9526
WA007,2003,11,1.4823
WA007,2003,12,2.5339
WA007,2004,1,1.5039
WA007,2004,2,2.0834
WA007,2004,3,1.8074
WA007,2004,4,5.057
WA007,2004,5,4.1206
WA007,2004,6,8.225
WA007,2004,7,0.8
WA007,2004,8,2.3013
WA007,2004,9,9.8047
WA007,2004,10,10.3755
WA007,2004,11,2.371
WA007,2004,12,0.8461
WA007,2005,1,0.1865
WA007,2005,2,1.7511
WA007,2005,3,5.299
WA007,2005,4,6.8133
WA007,2005,5,8.5729
WA007,2005,6,10.797
WA007,2005,7,4.1694
WA007,2005,8,1.1523
WA007,2005,9,1.4507
WA007,2005,10,6.2548
WA007,2005,11,5.133
WA007,2005,12,1.001
WA007,2006,1,1.6981
WA007,2006,2,1.465
WA007,2006,3,3.9861
WA007,2006,4,3.7343
WA007,2006,5,9.3903
WA007,2006,6,5.4897
WA007,2006,7,3.9658
WA007,2006,8,2.6758
WA007,2006,9,4.0123
WA007,2006,10,5.519
WA007,2006,11,3.5293
WA007,2006,12,0.4558
WA007,2007,1,0.0648
WA007,2007,2,3.0314
WA007,2007,3,6.3094
WA007,2007,4,4.3833
WA007,2007,5,2.1235
WA007,2007,6,7.1183
WA007,2007,7,9.0842
WA007,2007,8,1.6703
WA007,2007,9,2.496
WA007,2007,10,6.4794
WA007,2007,11,3.8733
WA007,2007,12,0.7497
WA007,2008,1,0.0255
WA007,2008,2,1.801
WA007,2008,3,5.9061
WA007,2008,4,4.7137
WA007,2008,5,8.2352
WA007,2008,6,7.682
WA007,2008,7,2.6284
WA007,2008,8,1.3571
WA007,2008,9,4.355
WA007,2008,10,4.1606
WA007,2008,11,3.601
WA007,2008,12,1.9381
WA007,2009,1,0.4242
WA007,2009,2,2.0943
WA007,2009,3,2.861
WA007,2009,4,4.4973
WA007,2009,5,6.1219
WA007,2009,6,14.055
WA007,2009,7,7.0203
WA007,2009,8,2.6223
WA007,2009,9,1.303
WA007,2009,10,2.1539
WA007,2009,11,2.642
WA007,2009,12,0.5619
WA007,2010,1,1.3981
WA007,2010,2,3.4271
WA007,2010,3,1.4123
WA007,2010,4,4.0387
WA007,2010,5,8.27
WA007,2010,6,5.0853
WA007,2010,7,5.0406
WA007,2010,8,4.6752
WA007,2010,9,6.9473
WA007,2010,10,8.8213
WA007,2010,11,2.9157
WA007,2010,12,2.3655
WA007,2011,1,0.909
WA007,2011,2,4.1671
WA007,2011,3,1.26
WA007,2011,4,2.2523
WA007,2011,5,6.2784
WA007,2011,6,6.2103
WA007,2011,7,3.1958
WA007,2011,8,1.6165
WA007,2011,9,4.2687
WA007,2011,10,9.6016
WA007,2011,11,3.591
WA007,2011,12,3.3326
WA007,2012,1,0.4961
WA007,2012,2,2.039
WA007,2012,3,1.8135
WA007,2012,4,3.0887
WA007,2012,5,5.0477
WA007,2012,6,6.8067
WA007,2012,7,2.7203
WA007,2012,8,0.8529
WA007,2012,9,2.0117
WA007,2012,10,6.4261
WA007,2012,11,5.252
WA007,2012,12,3.7019
WA007,2013,1,0.001
WA007,2013,2,1.935
WA007,2013,3,2.8239
WA007,2013,4,3.1987
WA007,2013,5,10.5839
WA007,2013,6,4.808
WA007,2013,7,3.9803
WA007,2013,8,1.2477
WA007,2013,9,3.3687
WA007,2013,10,2.5984
WA007,2013,11,7.5717
WA007,2013,12,2.011
WA007,2014,1,0.7039
WA007,2014,2,2.6529
WA007,2014,3,3.2477
WA007,2014,4,6.06
WA007,2014,5,4.91
WA007,2014,6,7.753
WA007,2014,7,12.1129
WA007,2014,8,0.9123
WA007,2014,9,3.6803
WA007,2014,10,3.2419
WA007,2014,11,4.641
WA007,2014,12,2.0158
WA007,2015,1,0.7045
WA007,2015,2,3.08
WA007,2015,3,5.2606
WA007,2015,4,3.6397
WA007,2015,5,4.2677
WA007,2015,6,15.0227
WA007,2015,7,2.4942
WA007,2015,8,0.9119
WA007,2015,9,1.007
WA007,2015,10,9.1719
WA007,2015,11,6.4173
WA007,2015,12,0.1777
WA007,2016,1,0.4471
WA007,2016,2,1.0331
WA007,2016,3,5.1568
WA007,2016,4,3.2097
WA007,2016,5,6.9648
WA007,2016,6,5.9513
WA007,2016,7,0.2365
WA007,2016,8,1.4816
WA007,2016,9,4.555
WA007,2016,10,4.5952
WA007,2016,11,4.2083
WA007,2016,12,1.611
WA007,2017,1,3.3406
WA007,2017,2,1.5911
WA007,2017,3,1.4523
WA007,2017,4,4.0793
WA007,2017,5,5.2252
WA007,2017,6,8.131
WA007,2017,7,2.1848
WA007,2017,8,2.9148
WA007,2017,9,2.5493
WA007,2017,10,12.4952
WA007,2017,11,6.2097
WA007,2017,12,2.5384
WA007,2018,1,0.2223
WA007,2018,2,5.505
WA007,2018,3,3.2468
WA007,2018,4,2.8217
WA007,2018,5,8.8023
WA007,2018,6,7.3993
WA007,2018,7,3.2632
WA007,2018,8,2.9577
WA007,2018,9,3.645
WA007,2018,10,5.3068
WA007,2018,11,4.5737
WA007,2018,12,0.49
WA007,2019,1,0.8387
WA007,2019,2,1.5918
WA007,2019,3,4.8758
WA007,2019,4,5.017
WA007,2019,5,8.6116
WA007,2019,6,2.383
WA007,2019,7,2.2861
WA007,2019,8,1.1219
WA007,2019,9,9.1637
WA007,2019,10,11.8461
WA007,2019,11,3.9137
WA007,2019,12,1.2187
WA007,2020,1,0.2448
WA007,2020,2,0.8676
WA007,2020,3,4.5794
WA007,2020,4,3.8467
WA007,2020,5,6.2874
WA007,2020,6,14.6057
WA007,2020,7,0.9045
WA007,2020,8,1.1145
WA007,2020,9,2.1787
WA007,2020,10,12.1245
WA007,2020,11,6.3427
WA007,2020,12,2.5916
WA008,2001,1,0.0
WA008,2001,2,0.0
WA008,2001,3,0.0
WA008,2001,4,0.0
WA008,2001,5,1.1813
WA008,2001,6,17.503
WA008,2001,7,20.3426
WA008,2001,8,35.7268
WA008,2001,9,20.813
WA008,2001,10,8.8187
WA008,2001,11,0.199
WA008,2001,12,0.0
WA008,2002,1,0.0
WA008,2002,2,0.0
WA008,2002,3,0.0
WA008,2002,4,0.0
WA008,2002,5,0.4371
WA008,2002,6,13.6427
WA008,2002,7,12.7723
WA008,2002,8,30.0665
WA008,2002,9,15.0327
WA008,2002,10,8.6242
WA008,2002,11,0.426
WA008,2002,12,0.0
WA008,2003,1,0.0
WA008,2003,2,0.0
WA008,2003,3,0.0
WA008,2003,4,0.783
WA008,2003,5,4.0529
WA008,2003,6,16.817
WA008,2003,7,27.6
WA008,2003,8,29.5032
WA008,2003,9,17.174
WA008,2003,10,8.2394
WA008,2003,11,3.381
WA008,2003,12,0.0
WA008,2004,1,0.0
WA008,2004,2,0.001
WA008,2004,3,0.0
WA008,2004,4,0.5193
WA008,2004,5,0.9513
WA008,2004,6,12.1293
WA008,2004,7,26.449
WA008,2004,8,12.239
WA008,2004,9,14.7303
WA008,2004,10,7.1974
WA008,2004,11,2.49
WA008,2004,12,0.0
WA008,2005,1,0.0
WA008,2005,2,0.0
WA008,2005,3,0.3258
WA008,2005,4,0.0
WA008,2005,5,1.6032
WA008,2005,6,11.803
WA008,2005,7,9.77
WA008,2005,8,14.3174
WA008,2005,9,12.328
WA008,2005,10,9.9861
WA008,2005,11,4.436
WA008,2005,12,0.0923
WA008,2006,1,0.0
WA008,2006,2,0.0
WA008,2006,3,0.0
WA008,2006,4,0.5343
WA008,2006,5,1.6103
WA008,2006,6,6.6807
WA008,2006,7,14.1371
WA008,2006,8,48.9852
WA008,2006,9,14.7663
WA008,2006,10,10.1906
WA008,2006,11,1.4597
WA008,2006,12,0.0
WA008,2007,1,0.0
WA008,2007,2,0.3618
WA008,2007,3,0.0
WA008,2007,4,0.0
WA008,2007,5,1.9781
WA008,2007,6,6.1697
WA008,2007,7,28.0355
WA008,2007,8,27.6742
WA008,2007,9,13.3027
WA008,2007,10,6.9071
WA008,2007,11,0.3423
WA008,2007,12,0.0
WA008,2008,1,0.0
WA008,2008,2,0.0
WA008,2008,3,0.0
WA008,2008,4,0.023
WA008,2008,5,4.8381
WA008,2008,6,11.8193
WA008,2008,7,26.5352
WA008,2008,8,28.2716
WA008,2008,9,18.0943
WA008,2008,10,10.0455
WA008,2008,11,0.086
WA008,2008,12,0.0
WA008,2009,1,0.0
WA008,2009,2,0.0
WA008,2009,3,0.0
WA008,2009,4,0.0
WA008,2009,5,3.7723
WA008,2009,6,12.1997
WA008,2009,7,26.46
WA008,2009,8,9.6181
WA008,2009,9,12.082
WA008,2009,10,1.2397
WA008,2009,11,0.7073
WA008,2009,12,0.0
WA008,2010,1,0.0
WA008,2010,2,0.0
WA008,2010,3,0.0
WA008,2010,4,0.0
WA008,2010,5,4.9387
WA008,2010,6,11.777
WA008,2010,7,4.3223
WA008,2010,8,2.9119
WA008,2010,9,1.2187
WA008,2010,10,1.8006
WA008,2010,11,0.364
WA008,2010,12,0.0
WA008,2011,1,0.0
WA008,2011,2,0.0
WA008,2011,3,0.0
WA008,2011,4,0.0
WA008,2011,5,0.0
WA008,2011,6,11.862
WA008,2011,7,26.5794
WA008,2011,8,27.7352
WA008,2011,9,1.1897
WA008,2011,10,0.9165
WA008,2011,11,0.5097
WA008,2011,12,0.0
WA008,2012,1,0.0
WA008,2012,2,0.0
WA008,2012,3,0.0
WA008,2012,4,1.2747
WA008,2012,5,2.1594
WA008,2012,6,10.0617
WA008,2012,7,29.7281
WA008,2012,8,25.8397
WA008,2012,9,18.666
WA008,2012,10,10.7323
WA008,2012,11,2.8003
WA008,2012,12,0.0
WA008,2013,1,0.0032
WA008,2013,2,0.0
WA008,2013,3,0.0
WA008,2013,4,0.0333
WA008,2013,5,7.2132
WA008,2013,6,28.7913
WA008,2013,7,19.2277
WA008,2013,8,25.8106
WA008,2013,9,17.9167
WA008,2013,10,10.9335
WA008,2013,11,2.6507
WA008,2013,12,0.0
WA008,2014,1,0.0
WA008,2014,2,0.0
WA008,2014,3,0.0
WA008,2014,4,1.1463
WA008,2014,5,2.2416
WA008,2014,6,13.333
WA008,2014,7,25.111
WA008,2014,8,26.3281
WA008,2014,9,19.5593
WA008,2014,10,9.9645
WA008,2014,11,0.0423
WA008,2014,12,0.0
WA008,2015,1,0.0
WA008,2015,2,0.0
WA008,2015,3,0.0
WA008,2015,4,1.7717
WA008,2015,5,5.8352
WA008,2015,6,14.21
WA008,2015,7,28.2294
WA008,2015,8,18.9477
WA008,2015,9,13.295
WA008,2015,10,14.8484
WA008,2015,11,1.3757
WA008,2015,12,0.0
WA008,2016,1,0.0719
WA008,2016,2,0.0
WA008,2016,3,0.0
WA008,2016,4,1.397
WA008,2016,5,2.8729
WA008,2016,6,18.0853
WA008,2016,7,34.6455
WA008,2016,8,21.5284
WA008,2016,9,19.864
WA008,2016,10,5.1035
WA008,2016,11,1.8047
WA008,2016,12,0.0
WA008,2017,1,0.0
WA008,2017,2,0.0
WA008,2017,3,0.0
WA008,2017,4,1.2807
WA008,2017,5,4.5084
WA008,2017,6,25.9343
WA008,2017,7,34.1936
WA008,2017,8,31.0935
WA008,2017,9,15.487
WA008,2017,10,3.7145
WA008,2017,11,3.0547
WA008,2017,12,0.0
WA008,2018,1,0.0
WA008,2018,2,0.26
WA008,2018,3,0.0
WA008,2018,4,0.0
WA008,2018,5,0.7303
WA008,2018,6,12.2537
WA008,2018,7,6.6468
WA008,2018,8,16.4119
WA008,2018,9,15.5843
WA008,2018,10,6.571
WA008,2018,11,4.228
WA008,2018,12,0.0
WA008,2019,1,0.0
WA008,2019,2,0.0
WA008,2019,3,0.0
WA008,2019,4,1.0183
WA008,2019,5,4.6435
WA008,2019,6,4.0633
WA008,2019,7,24.5061
WA008,2019,8,33.9968
WA008,2019,9,15.9617
WA008,2019,10,7.5874
WA008,2019,11,3.999
WA008,2019,12,0.0
WA008,2020,1,0.0
WA008,2020,2,0.0
WA008,2020,3,0.0
WA008,2020,4,0.2693
WA008,2020,5,4.8419
WA008,2020,6,4.657
WA008,2020,7,22.2606
WA008,2020,8,12.5845
WA008,2020,9,13.809
WA008,2020,10,7.3161
WA008,2020,11,0.0563
WA008,2020,12,0.0
WA009,2001,1,0.0
WA009,2001,2,0.0
WA009,2001,3,0.0
WA009,2001,4,0.0
WA009,2001,5,1.2445
WA009,2001,6,16.1513
WA009,2001,7,16.3626
WA009,2001,8,34.8758
WA009,2001,9,20.1967
WA009,2001,10,8.2377
WA009,2001,11,0.21
WA009,2001,12,0.0
WA009,2002,1,0.0
WA009,2002,2,0.0
WA009,2002,3,0.0
WA009,2002,4,0.0
WA009,2002,5,0.4313
WA009,2002,6,17.1913
WA009,2002,7,7.8842
WA009,2002,8,30.0103
WA009,2002,9,14.3067
WA009,2002,10,8.4294
WA009,2002,11,0.6003
WA009,2002,12,0.0
WA009,2003,1,0.0
WA009,2003,2,0.0
WA009,2003,3,0.0
WA009,2003,4,1.012
WA009,2003,5,4.3032
WA009,2003,6,18.048
WA009,2003,7,23.6652
WA009,2003,8,26.1468
WA009,2003,9,16.5287
WA009,2003,10,7.9758
WA009,2003,11,4.1473
WA009,2003,12,0.0
WA009,2004,1,0.0
WA009,2004,2,0.0238
WA009,2004,3,0.0
WA009,2004,4,0.913
WA009,2004,5,1.9358
WA009,2004,6,12.0407
WA009,2004,7,22.6019
WA009,2004,8,8.2326
WA009,2004,9,14.3733
WA009,2004,10,6.9013
WA009,2004,11,3.9357
WA009,2004,12,0.0
WA009,2005,1,0.0
WA009,2005,2,0.0
WA009,2005,3,0.5484
WA009,2005,4,0.0
WA009,2005,5,1.9632
WA009,2005,6,11.752
WA009,2005,7,2.9135
WA009,2005,8,10.7252
WA009,2005,9,11.1753
WA009,2005,10,9.7281
WA009,2005,11,5.665
WA009,2005,12,0.4619
WA009,2006,1,0.0
WA009,2006,2,0.0
WA009,2006,3,0.0
WA009,2006,4,0.6127
WA009,2006,5,2.3561
WA009,2006,6,6.167
WA009,2006,7,10.1761
WA009,2006,8,49.3274
WA009,2006,9,14.9953
WA009,2006,10,10.0861
WA009,2006,11,2.7983
WA009,2006,12,0.0
WA009,2007,1,0.0
WA009,2007,2,0.4932
WA009,2007,3,0.0
WA009,2007,4,0.0
WA009,2007,5,3.2426
WA009,2007,6,5.8227
WA009,2007,7,7.0874
WA009,2007,8,25.8903
WA009,2007,9,11.862
WA009,2007,10,6.0226
WA009,2007,11,1.171
WA009,2007,12,0.0
WA009,2008,1,0.0
WA009,2008,2,0.0
WA009,2008,3,0.0
WA009,2008,4,0.001
WA009,2008,5,5.7523
WA009,2008,6,11.257
WA009,2008,7,23.1216
WA009,2008,8,26.5123
WA009,2008,9,17.717
WA009,2008,10,9.6997
WA009,2008,11,0.2887
WA009,2008,12,0.0
WA009,2009,1,0.0
WA009,2009,2,0.0
WA009,2009,3,0.0
WA009,2009,4,0.0
WA009,2009,5,4.8242
WA009,2009,6,12.2093
WA009,2009,7,23.4587
WA009,2009,8,5.5597
WA009,2009,9,11.0707
WA009,2009,10,0.4829
WA009,2009,11,1.634
WA009,2009,12,0.0
WA009,2010,1,0.0
WA009,2010,2,0.0
WA009,2010,3,0.0
WA009,2010,4,0.0
WA009,2010,5,6.0071
WA009,2010,6,11.4737
WA009,2010,7,0.0
WA009,2010,8,0.0
WA009,2010,9,0.0
WA009,2010,10,0.9939
WA009,2010,11,1.121
WA009,2010,12,0.0
WA009,2011,1,0.0
WA009,2011,2,0.0
WA009,2011,3,0.0
WA009,2011,4,0.0
WA009,2011,5,0.0
WA009,2011,6,11.6993
WA009,2011,7,23.5877
WA009,2011,8,25.8142
WA009,2011,9,0.0
WA009,2011,10,0.2332
WA009,2011,11,1.4297
WA009,2011,12,0.0
WA009,2012,1,0.0
WA009,2012,2,0.0
WA009,2012,3,0.0
WA009,2012,4,2.1513
WA009,2012,5,2.8052
